2024,Institution,Location,Score,Subject
19,Technical_University_of_Munich,Germany,84.4,Engineering__Technology
20,KAIST__Korea_Advanced_Institute_of_Science__Technology,South_Korea,84.2,Engineering__Technology
21,University_of_California_Los_Angeles_UCLA,United_States,84.1,Engineering__Technology
22,University_of_Illinois_at_UrbanaChampaign,United_States,83.8,Engineering__Technology
23,Politecnico_di_Milano,Italy,83.7,Engineering__Technology
24,University_of_Texas_at_Austin,United_States,82.8,Engineering__Technology
25,University_of_British_Columbia,Canada,82.7,Engineering__Technology
26,Purdue_University,United_States,82.6,Engineering__Technology
=27,Seoul_National_University,South_Korea,82.2,Engineering__Technology
=27,The_University_of_Manchester,United_Kingdom,82.2,Engineering__Technology
=27,University_of_MichiganAnn_Arbor,United_States,82.2,Engineering__Technology
30,Cornell_University,United_States,82.0,Engineering__Technology
31,The_University_of_New_South_Wales_UNSW_Sydney,Australia,81.9,Engineering__Technology
32,Princeton_University,United_States,81.8,Engineering__Technology
33,Peking_University,China_Mainland,81.5,Engineering__Technology
34,Institut_Polytechnique_de_Paris,France,81.3,Engineering__Technology
=35,UCL,United_Kingdom,81.0,Engineering__Technology
=35,Universit_ParisSaclay,France,81.0,Engineering__Technology
=37,KTH_Royal_Institute_of_Technology_,Sweden,80.7,Engineering__Technology
=37,Shanghai_Jiao_Tong_University,China_Mainland,80.7,Engineering__Technology
39,McGill_University,Canada,80.5,Engineering__Technology
=40,Tokyo_Institute_of_Technology_Tokyo_Tech,Japan,79.9,Engineering__Technology
=40,University_of_Waterloo,Canada,79.9,Engineering__Technology
42,King_Abdulaziz_University_KAU,Saudi_Arabia,79.8,Engineering__Technology
43,Zhejiang_University,China_Mainland,79.7,Engineering__Technology
44,Columbia_University,United_States,79.6,Engineering__Technology
=45,Indian_Institute_of_Technology_Bombay_IITB,India,79.1,Engineering__Technology
=45,Indian_Institute_of_Technology_Delhi_IITD,India,79.1,Engineering__Technology
=45,Technische_Universitt_Berlin_TU_Berlin,Germany,79.1,Engineering__Technology
48,KIT_Karlsruhe_Institute_of_Technology,Germany,79.0,Engineering__Technology
=49,The_University_of_Melbourne,Australia,78.8,Engineering__Technology
=49,University_of_California_San_Diego_UCSD,United_States,78.8,Engineering__Technology
51,The_University_of_Edinburgh,United_Kingdom,78.7,Engineering__Technology
=52,Politecnico_di_Torino,Italy,78.4,Engineering__Technology
=52,The_Hong_Kong_University_of_Science_and_Technology,Hong_Kong_SAR,78.4,Engineering__Technology
54,RWTH_Aachen_University,Germany,78.3,Engineering__Technology
55,Universit_PSL,France,78.2,Engineering__Technology
56,Texas_AM_University,United_States,78.1,Engineering__Technology
57,Universidade_de_So_Paulo,Brazil,78.0,Engineering__Technology
=58,KU_Leuven,Belgium,77.9,Engineering__Technology
=58,Lomonosov_Moscow_State_University,Russia,77.9,Engineering__Technology
=58,Pohang_University_of_Science_And_Technology_POSTECH,South_Korea,77.9,Engineering__Technology
61,Tecnolgico_de_Monterrey,Mexico,77.8,Engineering__Technology
=62,Kyoto_University,Japan,77.7,Engineering__Technology
=62,Northwestern_University,United_States,77.7,Engineering__Technology
=62,Universiti_Malaya_UM,Malaysia,77.7,Engineering__Technology
65,Yale_University,United_States,77.6,Engineering__Technology
=66,Pennsylvania_State_University,United_States,77.5,Engineering__Technology
=66,Universidad_Nacional_Autnoma_de_Mxico_UNAM,Mexico,77.5,Engineering__Technology
=68,Sorbonne_University,France,77.4,Engineering__Technology
=68,The_University_of_Sydney,Australia,77.4,Engineering__Technology
=70,Korea_University,South_Korea,77.3,Engineering__Technology
=70,Yonsei_University,South_Korea,77.3,Engineering__Technology
72,Technical_University_of_Denmark,Denmark,77.2,Engineering__Technology
=73,Monash_University,Australia,76.9,Engineering__Technology
=73,National_Taiwan_University_NTU,Taiwan,76.9,Engineering__Technology
=73,Universidad_Politcnica_de_Madrid_UPM,Spain,76.9,Engineering__Technology
76,University_of_Washington,United_States,76.7,Engineering__Technology
77,Indian_Institute_of_Technology_Madras_IITM,India,76.6,Engineering__Technology
78,The_University_of_Queensland,Australia,76.4,Engineering__Technology
79,Harbin_Institute_of_Technology,China_Mainland,76.1,Engineering__Technology
=80,King_Fahd_University_of_Petroleum__Minerals,Saudi_Arabia,75.9,Engineering__Technology
=80,The_University_of_Hong_Kong,Hong_Kong_SAR,75.9,Engineering__Technology
=82,Universitat_Politcnica_de_Catalunya__BarcelonaTech_UPC,Spain,75.7,Engineering__Technology
=82,University_of_Science_and_Technology_of_China,China_Mainland,75.7,Engineering__Technology
84,Eindhoven_University_of_Technology,Netherlands,75.6,Engineering__Technology
85,Indian_Institute_of_Technology_Kharagpur_IITKGP,India,75.5,Engineering__Technology
=86,Hanyang_University,South_Korea,75.4,Engineering__Technology
=86,The_Australian_National_University,Australia,75.4,Engineering__Technology
=86,University_of_Pennsylvania,United_States,75.4,Engineering__Technology
89,Tohoku_University,Japan,75.1,Engineering__Technology
=90,University_of_WisconsinMadison,United_States,75.0,Engineering__Technology
92,Pontificia_Universidad_Catlica_de_Chile_UC,Chile,74.9,Engineering__Technology
=93,Indian_Institute_of_Technology_Kanpur_IITK,India,74.8,Engineering__Technology
=93,University_of_Leeds,United_Kingdom,74.8,Engineering__Technology
=95,Istanbul_Technical_University,Turkey,74.5,Engineering__Technology
=95,Sapienza_University_of_Rome,Italy,74.5,Engineering__Technology
=97,The_Hong_Kong_Polytechnic_University,Hong_Kong_SAR,74.4,Engineering__Technology
=97,University_of_Southampton,United_Kingdom,74.4,Engineering__Technology
99,Technische_Universitt_Dresden,Germany,74.3,Engineering__Technology
=100,Alma_Mater_Studiorum__University_of_Bologna,Italy,74.2,Engineering__Technology
=100,New_York_University_NYU,United_States,74.2,Engineering__Technology
=100,Universidade_Estadual_de_Campinas_Unicamp,Brazil,74.2,Engineering__Technology
=100,University_of_Alberta,Canada,74.2,Engineering__Technology
=100,University_of_Nottingham,United_Kingdom,74.2,Engineering__Technology
105,Universiti_Teknologi_Malaysia_,Malaysia,74.1,Engineering__Technology
=106,The_University_of_Sheffield,United_Kingdom,73.9,Engineering__Technology
=106,University_of_Technology_Sydney,Australia,73.9,Engineering__Technology
108,Chalmers_University_of_Technology,Sweden,73.8,Engineering__Technology
=109,Osaka_University,Japan,73.6,Engineering__Technology
=109,Universidad_de_Chile,Chile,73.6,Engineering__Technology
=111,Fudan_University,China_Mainland,73.5,Engineering__Technology
=111,Universit_de_Montral_,Canada,73.5,Engineering__Technology
=111,Virginia_Polytechnic_Institute_and_State_University,United_States,73.5,Engineering__Technology
=114,Johns_Hopkins_University,United_States,73.4,Engineering__Technology
=114,King_Saud_University,Saudi_Arabia,73.4,Engineering__Technology
=114,Michigan_State_University,United_States,73.4,Engineering__Technology
=117,Middle_East_Technical_University,Turkey,73.3,Engineering__Technology
=117,University_of_Bristol,United_Kingdom,73.3,Engineering__Technology
=119,Indian_Institute_of_Science,India,73.1,Engineering__Technology
=119,Sungkyunkwan_UniversitySKKU,South_Korea,73.1,Engineering__Technology
=119,University_of_Birmingham,United_Kingdom,73.1,Engineering__Technology
=122,Kings_College_London,United_Kingdom,73.0,Engineering__Technology
=122,Norwegian_University_of_Science_And_Technology,Norway,73.0,Engineering__Technology
=122,University_of_Maryland_College_Park,United_States,73.0,Engineering__Technology
=126,Technische_Universitt_Wien,Austria,72.9,Engineering__Technology
=126,The_University_of_Adelaide,Australia,72.9,Engineering__Technology
128,The_Ohio_State_University,United_States,72.8,Engineering__Technology
=129,Khalifa_University_of_Science_and_Technology,United_Arab_Emirates,72.7,Engineering__Technology
=129,The_University_of_Auckland,New_Zealand,72.7,Engineering__Technology
=129,University_of_Chicago,United_States,72.7,Engineering__Technology
=132,Huazhong_University_of_Science_and_Technology,China_Mainland,72.6,Engineering__Technology
=132,University_of_California_Santa_Barbara_UCSB,United_States,72.6,Engineering__Technology
134,Duke_University,United_States,72.5,Engineering__Technology
135,Lund_University,Sweden,72.4,Engineering__Technology
=136,Newcastle_University,United_Kingdom,72.3,Engineering__Technology
=136,The_Chinese_University_of_Hong_Kong_CUHK,Hong_Kong_SAR,72.3,Engineering__Technology
138,Arizona_State_University,United_States,72.2,Engineering__Technology
139,University_of_Southern_California,United_States,72.1,Engineering__Technology
=140,National_Tsing_Hua_University,Taiwan,71.9,Engineering__Technology
=140,Universitat_de_Barcelona,Spain,71.9,Engineering__Technology
=142,National_Technical_University_of_Athens,Greece,71.8,Engineering__Technology
=142,University_of_Glasgow,United_Kingdom,71.8,Engineering__Technology
=144,National_University_of_Sciences_And_Technology_NUST_Islamabad,Pakistan,71.7,Engineering__Technology
=144,The_University_of_Warwick,United_Kingdom,71.7,Engineering__Technology
=144,Universitat_Politcnica_de_Valncia,Spain,71.7,Engineering__Technology
=147,City_University_of_Hong_Kong,Hong_Kong_SAR,71.5,Engineering__Technology
=147,Universidad_de_Buenos_Aires_UBA,Argentina,71.5,Engineering__Technology
=149,Cairo_University,Egypt,71.4,Engineering__Technology
=149,Universit_Grenoble_Alpes,France,71.4,Engineering__Technology
=151,RMIT_University,Australia,71.3,Engineering__Technology
=151,Xian_Jiaotong_University,China_Mainland,71.3,Engineering__Technology
=153,Tianjin_University,China_Mainland,71.1,Engineering__Technology
=153,University_of_Calgary,Canada,71.1,Engineering__Technology
=155,Beijing_Institute_of_Technology,China_Mainland,71.0,Engineering__Technology
=155,Kyushu_University,Japan,71.0,Engineering__Technology
=155,Technical_University_of_Darmstadt,Germany,71.0,Engineering__Technology
=158,Qatar_University,Qatar,70.9,Engineering__Technology
=158,Trinity_College_Dublin_The_University_of_Dublin,Ireland,70.9,Engineering__Technology
=160,Nagoya_University,Japan,70.8,Engineering__Technology
=160,University_of_California_Davis,United_States,70.8,Engineering__Technology
=162,University_of_Florida,United_States,70.7,Engineering__Technology
=162,University_of_Minnesota_Twin_Cities,United_States,70.7,Engineering__Technology
164,University_of_Twente,Netherlands,70.6,Engineering__Technology
165,Nanjing_University,China_Mainland,70.5,Engineering__Technology
=166,Aalto_University,Finland,70.3,Engineering__Technology
=166,Hokkaido_University,Japan,70.3,Engineering__Technology
=166,National_Cheng_Kung_University_NCKU,Taiwan,70.3,Engineering__Technology
=166,Universit_di_Padova,Italy,70.3,Engineering__Technology
=170,Bauman_Moscow_State_Technical_University,Russia,70.2,Engineering__Technology
=170,National_Taipei_University_of_Technology,Taiwan,70.2,Engineering__Technology
=173,Loughborough_University,United_Kingdom,70.1,Engineering__Technology
=173,Universiti_Kebangsaan_Malaysia_UKM,Malaysia,70.1,Engineering__Technology
=175,Ghent_University,Belgium,70.0,Engineering__Technology
=175,Universitt_Stuttgart,Germany,70.0,Engineering__Technology
=175,Universiti_Teknologi_PETRONAS_UTP,Malaysia,70.0,Engineering__Technology
=175,University_of_Amsterdam,Netherlands,70.0,Engineering__Technology
=179,Indian_Institute_of_Technology_Roorkee_IITR,India,69.9,Engineering__Technology
=179,Universidade_Federal_do_Rio_de_Janeiro,Brazil,69.9,Engineering__Technology
=179,Wageningen_University__Research,Netherlands,69.9,Engineering__Technology
=182,Boston_University,United_States,69.8,Engineering__Technology
=182,Czech_Technical_University_in_Prague,Czech_Republic,69.8,Engineering__Technology
=182,Moscow_Institute_of_Physics_and_Technology_MIPT__Moscow_Phystech,Russia,69.8,Engineering__Technology
=182,North_Carolina_State_University,United_States,69.8,Engineering__Technology
=186,Aalborg_University,Denmark,69.7,Engineering__Technology
=186,Queensland_University_of_Technology_QUT,Australia,69.7,Engineering__Technology
=186,Universiti_Putra_Malaysia_UPM,Malaysia,69.7,Engineering__Technology
=186,Universiti_Sains_Malaysia_USM,Malaysia,69.7,Engineering__Technology
=186,University_of_Bath,United_Kingdom,69.7,Engineering__Technology
=191,ITMO_University,Russia,69.6,Engineering__Technology
=191,University_of_Naples__Federico_II,Italy,69.6,Engineering__Technology
=193,University_of_Liverpool,United_Kingdom,69.5,Engineering__Technology
=193,Waseda_University,Japan,69.5,Engineering__Technology
=195,Brown_University,United_States,69.3,Engineering__Technology
=195,The_University_of_Western_Australia,Australia,69.3,Engineering__Technology
=195,University_of_Lisbon_,Portugal,69.3,Engineering__Technology
=198,Universidad_de_los_Andes,Colombia,69.2,Engineering__Technology
=198,Wuhan_University,China_Mainland,69.2,Engineering__Technology
=200,Institut_National_des_Sciences_Appliques_de_Lyon_INSA,France,69.1,Engineering__Technology
=200,Queens_University_at_Kingston,Canada,69.1,Engineering__Technology
=200,The_University_of_Newcastle_Australia_UON,Australia,69.1,Engineering__Technology
=200,Ulsan_National_Institute_of_Science_and_Technology_UNIST,South_Korea,69.1,Engineering__Technology
=205,Cardiff_University,United_Kingdom,69.0,Engineering__Technology
=205,University_of_Porto,Portugal,69.0,Engineering__Technology
=207,RUDN_University,Russia,68.8,Engineering__Technology
=207,Universidad_Nacional_de_Colombia,Colombia,68.8,Engineering__Technology
=207,University_of_Massachusetts_Amherst,United_States,68.8,Engineering__Technology
=210,Indian_Institute_of_Technology_Guwahati_IITG,India,68.7,Engineering__Technology
=210,Rice_University,United_States,68.7,Engineering__Technology
=212,Ecole_des_Ponts_ParisTech,France,68.6,Engineering__Technology
=212,University_of_Colorado_Boulder,United_States,68.6,Engineering__Technology
=212,University_of_Wollongong,Australia,68.6,Engineering__Technology
=212,Vellore_Institute_of_Technology_VIT,India,68.6,Engineering__Technology
=216,LudwigMaximiliansUniversitt_Mnchen,Germany,68.5,Engineering__Technology
=216,Queen_Mary_University_of_London,United_Kingdom,68.5,Engineering__Technology
=216,Saint_Petersburg_State_University,Russia,68.5,Engineering__Technology
=216,University_College_Dublin,Ireland,68.5,Engineering__Technology
=220,Curtin_University,Australia,68.4,Engineering__Technology
=220,Swansea_University,United_Kingdom,68.4,Engineering__Technology
=222,Chulalongkorn_University,Thailand,68.3,Engineering__Technology
=222,HumboldtUniversitt_zu_Berlin,Germany,68.3,Engineering__Technology
=224,University_of_Illinois_at_Chicago_UIC,United_States,68.2,Engineering__Technology
=224,University_of_Strathclyde,United_Kingdom,68.2,Engineering__Technology
=226,McMaster_University,Canada,68.1,Engineering__Technology
=226,Tongji_University,China_Mainland,68.1,Engineering__Technology
=226,Universidad_Autnoma_de_Madrid,Spain,68.1,Engineering__Technology
=229,Aristotle_University_of_Thessaloniki,Greece,68.0,Engineering__Technology
=229,Universit_catholique_de_Louvain_UCLouvain,Belgium,68.0,Engineering__Technology
=229,University_of_California_Irvine,United_States,68.0,Engineering__Technology
232,Warsaw_University_of_Technology,Poland,67.7,Engineering__Technology
233,United_Arab_Emirates_University,United_Arab_Emirates,67.6,Engineering__Technology
234,University_of_Ottawa,Canada,67.5,Engineering__Technology
235,FriedrichAlexanderUniversitt_ErlangenNrnberg,Germany,67.4,Engineering__Technology
=236,COMSATS_University_Islamabad,Pakistan,67.3,Engineering__Technology
=236,Instituto_Politcnico_Nacional_IPN,Mexico,67.3,Engineering__Technology
=236,Universitat_Autnoma_de_Barcelona,Spain,67.3,Engineering__Technology
=236,University_of_Engineering__Technology_UET_Lahore,Pakistan,67.3,Engineering__Technology
=240,Linkping_University,Sweden,67.2,Engineering__Technology
=240,Queens_University_Belfast,United_Kingdom,67.2,Engineering__Technology
=240,Uppsala_University,Sweden,67.2,Engineering__Technology
=243,Budapest_University_of_Technology_and_Economics,Hungary,67.1,Engineering__Technology
=243,National_Taiwan_University_of_Science_and_Technology_Taiwan_Tech,Taiwan,67.1,Engineering__Technology
=243,University_of_Pisa,Italy,67.1,Engineering__Technology
=246,Technion__Israel_Institute_of_Technology,Israel,67.0,Engineering__Technology
=246,University_of_Surrey,United_Kingdom,67.0,Engineering__Technology
=249,Anna_University,India,66.9,Engineering__Technology
=249,Peter_the_Great_St_Petersburg_Polytechnic_University,Russia,66.9,Engineering__Technology
=249,Utrecht_University,Netherlands,66.9,Engineering__Technology
=249,Western_University,Canada,66.9,Engineering__Technology
=253,Beihang_University_former_BUAA,China_Mainland,66.8,Engineering__Technology
=253,UNESP,Brazil,66.8,Engineering__Technology
=253,University_of_Jordan,Jordan,66.8,Engineering__Technology
=256,Complutense_University_of_Madrid,Spain,66.7,Engineering__Technology
=256,National_Yang_Ming_Chiao_Tung_University,Taiwan,66.7,Engineering__Technology
=258,HeriotWatt_University,United_Kingdom,66.6,Engineering__Technology
=258,Keio_University,Japan,66.6,Engineering__Technology
=260,Daegu_Gyeongbuk_Institute_of_Science_and_Technology_DGIST,South_Korea,66.5,Engineering__Technology
=260,Universidad_Carlos_III_de_Madrid_UC3M,Spain,66.5,Engineering__Technology
=260,University_of_North_Carolina_Chapel_Hill,United_States,66.5,Engineering__Technology
263,University_of_Copenhagen,Denmark,66.4,Engineering__Technology
=264,Northeastern_University,United_States,66.3,Engineering__Technology
=264,Universidad_de_Sevilla,Spain,66.3,Engineering__Technology
=267,American_University_of_Beirut_AUB,Lebanon,66.2,Engineering__Technology
=267,Lebanese_University,Lebanon,66.2,Engineering__Technology
=269,Aarhus_University,Denmark,66.1,Engineering__Technology
=269,National_Research_Tomsk_Polytechnic_University,Russia,66.1,Engineering__Technology
=269,University_of_Helsinki,Finland,66.1,Engineering__Technology
272,University_of_Trento,Italy,66.0,Engineering__Technology
=273,Boazii_University,Turkey,65.9,Engineering__Technology
=273,Deakin_University,Australia,65.9,Engineering__Technology
=275,Gwangju_Institute_of_Science_and_Technology_GIST,South_Korea,65.8,Engineering__Technology
=275,Leibniz_University_Hannover,Germany,65.8,Engineering__Technology
=278,Ain_Shams_University_,Egypt,65.6,Engineering__Technology
=278,Novosibirsk_State_University,Russia,65.6,Engineering__Technology
=278,Stockholm_University,Sweden,65.6,Engineering__Technology
281,Brno_University_of_Technology,Czech_Republic,65.4,Engineering__Technology
=282,Southeast_University,China_Mainland,65.3,Engineering__Technology
=282,University_of_Granada,Spain,65.3,Engineering__Technology
=282,Washington_State_University,United_States,65.3,Engineering__Technology
=285,Bilkent_University,Turkey,65.2,Engineering__Technology
=285,Jordan_University_of_Science__Technology,Jordan,65.2,Engineering__Technology
=285,Lancaster_University,United_Kingdom,65.2,Engineering__Technology
=288,Freie_Universitaet_Berlin,Germany,65.1,Engineering__Technology
=288,Sejong_University_,South_Korea,65.1,Engineering__Technology
=290,AlFarabi_Kazakh_National_University,Kazakhstan,65.0,Engineering__Technology
=290,Durham_University,United_Kingdom,65.0,Engineering__Technology
=290,University_of_Cape_Town,South_Africa,65.0,Engineering__Technology
=293,University_of_Oslo,Norway,64.9,Engineering__Technology
=293,University_of_Virginia,United_States,64.9,Engineering__Technology
=293,Ural_Federal_University__UrFU,Russia,64.9,Engineering__Technology
=296,The_University_of_Exeter,United_Kingdom,64.8,Engineering__Technology
=296,Tomsk_State_University,Russia,64.8,Engineering__Technology
=298,Graz_University_of_Technology,Austria,64.7,Engineering__Technology
=298,Ko_University,Turkey,64.7,Engineering__Technology
=298,Pusan_National_University,South_Korea,64.7,Engineering__Technology
=298,The_University_of_Arizona,United_States,64.7,Engineering__Technology
=302,Iowa_State_University,United_States,64.6,Engineering__Technology
=302,QuaidiAzam_University,Pakistan,64.6,Engineering__Technology
=302,Rutgers_UniversityNew_Brunswick,United_States,64.6,Engineering__Technology
=305,Bangladesh_University_of_Engineering_and_Technology,Bangladesh,64.5,Engineering__Technology
=305,University_of_Groningen,Netherlands,64.5,Engineering__Technology
=307,Colorado_State_University,United_States,64.4,Engineering__Technology
=307,Prince_Mohammad_Bin_Fahd_university,Saudi_Arabia,64.4,Engineering__Technology
=307,Universite_libre_de_Bruxelles,Belgium,64.4,Engineering__Technology
=307,University_of_Vienna,Austria,64.4,Engineering__Technology
=311,National_Research_Nuclear_University_MEPhI_Moscow_Engineering_Physics_Institute,Russia,64.3,Engineering__Technology
=311,Universit_Paul_Sabatier_Toulouse_III,France,64.3,Engineering__Technology
=313,HSE_University,Russia,64.2,Engineering__Technology
=313,TU_Dortmund_University,Germany,64.2,Engineering__Technology
=313,Universidade_Federal_de_Minas_Gerais______,Brazil,64.2,Engineering__Technology
=316,Dalian_University_of_Technology,China_Mainland,64.1,Engineering__Technology
=316,Gadjah_Mada_University,Indonesia,64.1,Engineering__Technology
=316,Kyung_Hee_University,South_Korea,64.1,Engineering__Technology
=316,University_of_Canterbury__Te_Whare_Wnanga_o_Waitaha,New_Zealand,64.1,Engineering__Technology
=320,American_University_of_the_Middle_East,Kuwait,64.0,Engineering__Technology
=320,Bandung_Institute_of_Technology_ITB,Indonesia,64.0,Engineering__Technology
=320,Brunel_University_London,United_Kingdom,64.0,Engineering__Technology
=320,Universitas_Indonesia,Indonesia,64.0,Engineering__Technology
=320,University_of_Galway,Ireland,64.0,Engineering__Technology
=325,Universidad_Tcnica_Federico_Santa_Mara_USM,Chile,63.9,Engineering__Technology
=325,University_of_Pittsburgh,United_States,63.9,Engineering__Technology
=327,LN_Gumilyov_Eurasian_National_University_ENU,Kazakhstan,63.8,Engineering__Technology
=327,University_of_Rome_Tor_Vergata,Italy,63.8,Engineering__Technology
=329,Universidad_de_Concepcin,Chile,63.7,Engineering__Technology
=329,University_of_South_Australia,Australia,63.7,Engineering__Technology
=329,Wroclaw_University_of_Science_and_Technology_WRUST,Poland,63.7,Engineering__Technology
=332,Chandigarh_University,India,63.6,Engineering__Technology
=332,University_of_Sharjah,United_Arab_Emirates,63.6,Engineering__Technology
=334,Alexandria_University_,Egypt,63.5,Engineering__Technology
=334,Rensselaer_Polytechnic_Institute,United_States,63.5,Engineering__Technology
=334,University_of_Pretoria,South_Africa,63.5,Engineering__Technology
=337,Concordia_University,Canada,63.4,Engineering__Technology
=337,Sun_Yatsen_University,China_Mainland,63.4,Engineering__Technology
=337,University_of_Reading,United_Kingdom,63.4,Engineering__Technology
=337,Vrije_Universiteit_Brussel_VUB,Belgium,63.4,Engineering__Technology
=341,Case_Western_Reserve_University,United_States,63.3,Engineering__Technology
=341,Duy_Tan_University,Vietnam,63.3,Engineering__Technology
=341,Sultan_Qaboos_University,Oman,63.3,Engineering__Technology
=344,Universidad_de_Santiago_de_Chile_USACH,Chile,63.2,Engineering__Technology
=344,University_of_Baghdad,Iraq,63.2,Engineering__Technology
=346,Shanghai_University,China_Mainland,63.1,Engineering__Technology
=346,Technische_Universitt_Braunschweig,Germany,63.1,Engineering__Technology
=346,Universit_de_Strasbourg,France,63.1,Engineering__Technology
=346,University_of_Delaware,United_States,63.1,Engineering__Technology
=346,University_of_Notre_Dame,United_States,63.1,Engineering__Technology
=346,University_of_Tehran,Iran_Islamic_Republic_of,63.1,Engineering__Technology
=352,cole_Normale_Suprieure_de_Lyon,France,63.0,Engineering__Technology
=352,University_of_Aberdeen,United_Kingdom,63.0,Engineering__Technology
=352,University_of_Turin,Italy,63.0,Engineering__Technology
=355,Colorado_School_of_Mines,United_States,62.9,Engineering__Technology
=355,Pontifcia_Universidade_Catlica_do_Rio_de_Janeiro,Brazil,62.9,Engineering__Technology
=355,Swinburne_University_of_Technology,Australia,62.9,Engineering__Technology
=355,Universidade_Nova_de_Lisboa,Portugal,62.9,Engineering__Technology
=359,Birla_Institute_of_Technology_and_Science_Pilani,India,62.8,Engineering__Technology
=359,Hamad_Bin_Khalifa_University,Qatar,62.8,Engineering__Technology
=359,University_of_Tsukuba,Japan,62.8,Engineering__Technology
=362,National_Technical_University_of_Ukraine_Igor_Sikorsky_Kyiv_Polytechnic_Institute,Ukraine,62.7,Engineering__Technology
=362,University_at_Buffalo_SUNY,United_States,62.7,Engineering__Technology
=362,University_College_Cork,Ireland,62.7,Engineering__Technology
=365,American_University_of_Sharjah,United_Arab_Emirates,62.6,Engineering__Technology
=365,Sabanci_University,Turkey,62.6,Engineering__Technology
=365,University_of_Science_and_Technology_Beijing,China_Mainland,62.6,Engineering__Technology
=368,SRM_INSTITUTE_OF_SCIENCE_AND_TECHNOLOGY,India,62.5,Engineering__Technology
=368,Universidad_Nacional_de_La_Plata_UNLP,Argentina,62.5,Engineering__Technology
=370,Gdask_University_of_Technology,Poland,62.4,Engineering__Technology
=370,Oxford_Brookes_University,United_Kingdom,62.4,Engineering__Technology
=370,University_of_Central_Florida,United_States,62.4,Engineering__Technology
=370,University_of_Manitoba,Canada,62.4,Engineering__Technology
=370,University_of_Milan,Italy,62.4,Engineering__Technology
=375,Illinois_Institute_of_Technology,United_States,62.3,Engineering__Technology
=375,University_of_Texas_Dallas,United_States,62.3,Engineering__Technology
=375,Yildiz_Technical_University,Turkey,62.3,Engineering__Technology
=378,AGH_University_of_Science_and_Technology,Poland,62.2,Engineering__Technology
=378,Institut_Teknologi_Sepuluh_Nopember_ITS_Surabaya,Indonesia,62.2,Engineering__Technology
=378,Jilin_University,China_Mainland,62.2,Engineering__Technology
=378,Leiden_University,Netherlands,62.2,Engineering__Technology
=378,Macquarie_University,Australia,62.2,Engineering__Technology
=378,Satbayev_University,Kazakhstan,62.2,Engineering__Technology
=378,The_American_University_in_Cairo,Egypt,62.2,Engineering__Technology
=378,University_of_Coimbra,Portugal,62.2,Engineering__Technology
=386,AlbertLudwigsUniversitaet_Freiburg,Germany,62.1,Engineering__Technology
=386,King_Khalid_University,Saudi_Arabia,62.1,Engineering__Technology
=388,Simon_Fraser_University,Canada,62.0,Engineering__Technology
=388,Universit_de_Lille,France,62.0,Engineering__Technology
=388,Universiti_Teknologi_MARA__UiTM,Malaysia,62.0,Engineering__Technology
=388,University_of_the_Basque_Country,Spain,62.0,Engineering__Technology
=392,Tampere_University,Finland,61.9,Engineering__Technology
=392,Universidade_Federal_do_Rio_Grande_Do_Sul_,Brazil,61.9,Engineering__Technology
=392,Universitat_de_Valencia,Spain,61.9,Engineering__Technology
=392,Universit_Laval,Canada,61.9,Engineering__Technology
=392,University_of_the_Punjab,Pakistan,61.9,Engineering__Technology
=392,University_of_York,United_Kingdom,61.9,Engineering__Technology
=398,National_Chung_Hsing_University,Taiwan,61.8,Engineering__Technology
=398,Universidade_Federal_de_Santa_Catarina_,Brazil,61.8,Engineering__Technology
=398,Universit_Claude_Bernard_Lyon_1,France,61.8,Engineering__Technology
=398,Universit_de_Lige,Belgium,61.8,Engineering__Technology
=398,University_of_Warsaw_,Poland,61.8,Engineering__Technology
401-450,AixMarseille_University,France,,Engineering__Technology
401-450,Ajou_University_,South_Korea,,Engineering__Technology
401-450,Carleton_University,Canada,,Engineering__Technology
401-450,Charles_University,Czech_Republic,,Engineering__Technology
401-450,ChungAng_University_CAU,South_Korea,,Engineering__Technology
401-450,Dalhousie_University,Canada,,Engineering__Technology
401-450,Florida_International_University,United_States,,Engineering__Technology
401-450,Florida_State_University,United_States,,Engineering__Technology
401-450,GoetheUniversity_Frankfurt_am_Main,Germany,,Engineering__Technology
401-450,Hacettepe_University_,Turkey,,Engineering__Technology
401-450,Inha_University,South_Korea,,Engineering__Technology
401-450,Jeonbuk_National_University,South_Korea,,Engineering__Technology
401-450,Kazan_Volga_region_Federal_University,Russia,,Engineering__Technology
401-450,Lahore_University_of_Management_Sciences_LUMS,Pakistan,,Engineering__Technology
401-450,National_and_Kapodistrian_University_of_Athens,Greece,,Engineering__Technology
401-450,National_Central_University,Taiwan,,Engineering__Technology
401-450,Princess_Nourah_bint_Abdulrahman_University,Saudi_Arabia,,Engineering__Technology
401-450,Shandong_University,China_Mainland,,Engineering__Technology
401-450,Sharif_University_of_Technology,Iran_Islamic_Republic_of,,Engineering__Technology
401-450,South_China_University_of_Technology,China_Mainland,,Engineering__Technology
401-450,South_Ural_State_University_National_Research_University,Russia,,Engineering__Technology
401-450,Technische_Universitt_HamburgHarburg,Germany,,Engineering__Technology
401-450,Tel_Aviv_University,Israel,,Engineering__Technology
401-450,The_National_University_of_Science_and_Technology_MISIS,Russia,,Engineering__Technology
401-450,Universit_de_Lorraine,France,,Engineering__Technology
401-450,Universit_de_Rennes_1_University_of_Rennes,France,,Engineering__Technology
401-450,University_of_Aveiro,Portugal,,Engineering__Technology
